# serverId -> clientId (id,name,clientId)
100;void;100
101;earth;101
102;;102
103;dirt;103
104;sand;104
105;;105
106;grass;106
107;;107
108;flowers;108
109;flowers;109
110;;110
111;;111
112;;112
113;;113
114;;114
115;;115
116;;116
117;;117
118;;118
119;;119
120;;120
121;;121
122;;122
123;;123
124;;124
125;;125
126;;126
127;;127
128;;128
129;;129
130;;130
131;;131
132;;132
133;;133
134;;134
135;;135
136;;136
137;;137
138;;138
139;;139
140;;140
141;;141
142;;142
143;;143
144;;144
145;;145
146;;146
147;;147
148;;148
149;;149
150;;150
151;;151
152;;152
153;;153
154;;154
155;;155
156;;156
157;;157
158;;158
159;;159
160;;160
161;;161
162;;162
163;;163
164;;164
165;;165
166;;166
167;;167
168;;168
169;;169
170;;170
171;;171
172;;172
173;;173
174;;174
175;;175
176;;176
177;;177
178;;178
179;;179
180;;180
181;;181
182;;182
183;;183
184;;184
185;;185
186;;186
187;;187
188;;188
189;;189
190;;190
191;;191
192;;192
193;;193
194;dirt;194
195;;195
196;;196
197;;197
198;;198
199;;199
200;;200
201;;201
202;;202
203;;203
204;;204
205;;205
206;;206
207;;207
208;;208
209;;209
210;;210
211;;211
212;;212
213;;213
214;;214
215;;215
216;;216
217;;217
218;;218
219;;219
220;;220
221;;221
222;;222
223;;223
224;;224
225;;225
226;;226
227;;227
228;;228
229;;229
230;;230
231;sand;231
232;;232
233;;233
234;;234
235;;235
236;;236
237;;237
238;;238
239;;239
240;;240
241;;241
242;;242
243;;243
244;;244
245;;245
246;;246
247;;247
248;;248
249;;249
250;;250
251;;251
252;;252
253;;253
254;;254
255;;255
256;;256
257;;257
258;;258
259;;259
260;;260
261;;261
262;;262
263;;263
264;;264
265;;265
266;;266
267;;267
268;;268
269;;269
270;;270
271;;271
272;;272
273;;273
274;;274
275;;275
276;;276
277;;277
278;;278
279;;279
280;earth ground;280
281;;281
282;;282
283;;283
284;;284
285;;285
286;;286
287;;287
288;;288
289;;289
290;;290
291;;291
292;;292
293;grass;293
294;pitfall;294
295;;295
296;;296
297;;297
298;;298
299;;299
300;;300
301;;301
302;;302
303;;303
304;;304
305;;305
306;;306
307;;307
308;;308
309;;309
310;;310
311;;311
312;;312
313;;313
314;;314
315;;315
316;;316
317;;317
318;;318
319;;319
320;;320
321;;321
322;;322
323;;323
324;;324
325;;325
326;;326
327;;327
328;;328
329;;329
330;;330
331;;331
332;;332
333;;333
334;;334
335;;335
336;;336
337;;337
338;;338
339;;339
340;;340
341;;341
342;;342
343;;343
344;;344
345;;345
346;;346
347;;347
348;;348
349;;349
350;;350
351;dirt floor;351
352;dirt floor;352
353;dirt floor;353
354;muddy floor;354
355;muddy floor;355
356;dirt wall;356
357;dirt wall;357
358;dirt wall;358
359;dirt wall;359
360;dirt wall;360
361;dirt wall;361
362;dirt wall;362
363;dirt wall;363
364;dirt wall;364
365;dirt wall;365
366;dirt wall;366
367;dirt wall;367
368;earth ground;368
369;trapdoor;369
370;trapdoor;370
371;stone wall;373
372;stone wall;374
373;stone wall;375
374;stone wall;376
375;stone wall;377
376;stone wall;378
377;stone wall;379
378;stone wall;380
379;stone wall;381
380;stone wall;382
381;stone wall;383
382;stone wall;384
383;hole;385
384;dirt floor;386
385;small hole;387
386;stalagmites;388
387;stalagmites;389
388;lava hole;390
389;lava hole;391
390;stalagmites;392
391;stalagmites;393
392;hole;394
393;;396
394;;397
395;;398
396;;399
397;;400
398;;401
399;;402
400;;403
401;;404
402;;405
403;;406
404;;407
405;wooden floor;408
406;white marble floor;409
407;black marble floor;410
408;trapdoor;411
409;trapdoor;412
410;stairs;413
411;stairs;414
412;sandstone floor;415
413;stone floor;416
414;tiled floor;417
415;stone floor;418
416;stone tile;419
417;stone tile;420
418;stone tile;421
419;sandstone tile;422
420;tiled floor;423
421;sandstone floor;424
422;sandstone floor;425
423;stairs;428
424;stone tile;429
425;stone tile;430
426;stone tile;431
427;trapdoor;432
428;ladder;433
429;trapdoor;434
430;sewer grate;435
431;stone floor;436
432;stairs;437
433;stairs;438
434;wooden floor;439
435;wooden floor;440
436;wooden floor;441
437;wooden floor;442
438;wooden floor;443
439;wooden floor;444
440;wooden floor;445
441;wooden floor;446
442;wooden floor;447
443;wooden floor;448
444;wooden floor;449
445;wooden floor;450
446;wooden floor;452
447;wooden floor;453
448;wooden floor;454
449;wooden floor;455
450;wooden floor;456
451;wooden floor;457
452;wooden floor;458
453;wooden floor;459
454;wooden floor;460
455;wooden floor;461
456;wooden floor;462
457;white stone tile;463
458;wooden floor;464
459;stairs;469
460;nothing special;470
461;closed trapdoor;475
462;open trapdoor;476
463;pedestal;477
464;sandstone wall;478
465;stone tile;479
466;sandstone wall;480
467;stone flooring;481
468;stone pile;593
469;hole;594
470;hole;595
471;time tile;596
472;time tile;597
473;time tile;598
474;time tile;599
475;hole;601
476;hole;600
477;ramp;602
478;ramp;603
479;hole;604
480;hole;605
481;loose stone pile;606
482;hole;607
483;loose ice pile;608
484;hole;609
485;hole;610
486;snow heap;611
487;ramp;612
488;ramp;613
489;hole;615
490;;618
491;;619
492;;620
493;water;622
494;;623
495;;624
496;;625
497;;626
498;;627
499;;628
500;;629
501;;630
502;;631
503;;632
504;;633
505;;634
506;;635
507;;636
508;;637
509;;638
510;;639
511;;640
512;;641
513;;642
514;;643
515;;644
516;;645
517;;646
518;;647
519;;648
520;;649
521;;650
522;;651
523;;652
524;;653
525;;654
526;;655
527;;656
528;;657
529;;658
530;;659
531;;660
532;;661
533;;662
534;;663
535;;664
536;;665
537;;666
538;;667
539;;668
540;;669
541;;670
542;;671
543;;672
544;;673
545;;674
546;;675
547;;676
548;;677
549;;678
550;;679
551;;680
552;;681
553;;682
554;;683
555;;684
556;;685
557;;686
558;;687
559;;688
560;;689
561;;690
562;;691
563;;692
564;;693
565;;694
566;;695
567;;696
568;;697
569;;698
570;;699
571;;700
572;;701
573;;702
574;;703
575;;704
576;;705
577;;706
